(114,5141) 3957 2885 5331 3473 201 5742 6989 2509 5491 5790 5655 4209 2804 5930 6153 3159 4653 3376 1827 6429 5333 5267 1674 2744 6114 6745 3023 2531 2302 1834 5848 5959 7113 5846 2438 5223 2137 7007 3188 6609 7658 2688 4708 1395 6405 4647 814 1901 1413 7338 5892 7443 4022 3144 2245 4357 7438 5316 7066 4260 2712 7399 7063 2539 192 4517 921 3366 2546 1439 3385 5718 477 3767 4081 6351 6711 2448 556 1106 3539 4312 2436 564 3589 5057 605 2817 2337 2033 7613 4744 4019 2149 5600 5779 4743 6652 2265 6097
(142,6200) 1402 6975 3474 905 7067 6137 3608 5077 7127 321 5764 3646 5621 5956 814 6384 5449 358 7051 7060 5998 225 650 3350 2861 223 4598 183 6599 4538 5244 933 6575 4280 3747 3145 3505 3620 4435 3423 1093 35 7560 4216 2282 7523 7128 2654 957 375 6861 2981 965 1300 5382 4786 5829 6473 6258 151 6614 1367 2931 1651 604 4805 1823 4632 2569 7045 1622 2585 6024 4514 1002 5550 3447 1029 6866 3578 3849 6818 3176 1099 6492 2926 5186 1711 6499 5858 5454 6681 5787 2030 7705 1176 3046 4058 4724 4985
(163,2984) 2972 656 3891 58 4500 6698 795 7490 6973 2735 1075 3124 5702 196 367 7219 7029 552 5860 7615 1663 2308 1977 2676 4557 2048 7028 472 2453 3207 3178 6561 1362 7265 6665 2137 1746 3173 1619 2781 7316 5926 153 6047 6694 2523 3400 560 4505 6147 3619 4011 5665 6089 7054 1106 4994 1486 519 3068 4420 6409 1961 6598 6477 2172 853 6062 908 93 5345 4825 5054 1056 3847 2093 1117 1570 6435 3548 6669 5470 1053 2422 6077 3931 2559 5928 3717 2690 3672 6569 4960 6356 22 1951 4859 1869 123 6378
(2,21) 2042 7460 3221 3438 3762 121 7605 1708 4636 1602 2856 4177 2129 5510 7210 5187 3652 1002 3171 4294 2722 3518 3385 3886 6653 2572 6192 1763 903 1834 6401 647 7377 4369 3974 6863 3054 1928 4208 4000 1893 3448 5178 4271 3658 574 7673 5945 622 3152 5942 5596 2813 6390 4745 1937 4367 7284 3883 2340 3080 6758 7354 1698 1097 766 6835 4023 3907 1203 1226 2363 3073 6883 2893 811 7679 264 4682 4952 4008 5081 7310 5620 6939 4263 5479 1474 1984 5800 625 5500 3314 4315 246 4144 6985 3507 6474 674
(106,3579) 4687 7113 7444 7305 1359 6506 6735 1662 1363 5326 4685 1989 4709 4489 3285 4757 6388 4314 7433 7666 3369 1883 100 2972 6502 3022 5872 198 511 7085 3210 3586 1029 2050 2642 2856 7180 1988 6980 5581 4946 6670 583 1889 737 5664 1054 1068 1297 4513 1632 6005 1208 5072 3785 2527 1653 5240 5801 4764 362 5232 2731 4930 4505 942 663 486 1625 2174 3458 7339 536 6808 1392 6957 5816 3226 3776 1305 4290 1031 2542 5708 7537 5162 372 3504 7481 6680 4420 525 6467 1304 1678 7658 2848 712 2582 7254
(255,4515) 7058 4892 7516 267 7248 4392 1275 4499 998 6949 5694 1483 1593 6336 106 5587 3778 7196 5010 4965 6659 5034 2554 4173 1198 3369 2252 7534 2333 2903 2165 7212 204 2116 2495 1767 1629 3545 3482 3598 2848 6005 3204 2972 1029 155 5422 5153 911 5296 1254 7423 5355 6404 4554 7237 5162 3410 7460 4665 7661 7676 6845 2865 3228 3132 4767 1148 771 7530 4739 6059 5505 796 4232 6265 287 4721 7330 6477 6382 2892 1999 5844 7367 1933 3801 1766 540 4778 1189 4991 2332 2769 4862 116 6537 1956 4399 684
(121,3904) 5124 4561 2888 5421 4954 4106 6883 1790 7149 3577 2527 5181 6322 5916 4555 2331 3267 6521 4877 5729 5174 2204 6083 6988 3908 2141 3946 3949 6080 1010 1914 820 2637 6187 3462 4412 798 2632 7099 5848 4303 6311 5816 1819 7245 5688 2895 1381 243 5641 7454 5216 1679 4367 1162 6669 5188 5501 3653 2575 5640 3527 3198 3178 7685 268 3260 4527 7031 2275 3787 3350 3722 6449 2373 6633 5804 7207 2357 161 3907 6849 6879 3080 3625 5227 4130 4373 4347 5049 5511 1820 3340 2130 6075 7218 4452 1390 390 7034
(250,1898) 3751 4730 1357 3154 4807 5806 1500 2962 1624 5431 5516 2232 194 3834 2645 3629 5480 6716 5202 5120 889 4191 5012 527 1783 3623 1868 1017 649 3659 5791 5105 4354 737 2756 3737 1699 2219 1641 226 7217 3381 3417 4977 1924 3217 4296 6367 1799 604 2813 2597 7230 5836 3453 3046 5378 7421 4523 7067 7317 480 4095 2400 5691 7544 1988 1573 7357 6579 3085 2409 3468 4581 2486 6992 3627 301 3406 3543 6335 2355 5066 4919 3957 2846 7521 4968 181 4177 895 4677 5853 2685 7192 119 5228 2794 4261 2159
(255,4135) 7058 4892 7516 267 7248 4392 1275 4499 998 6949 5694 1483 1593 6336 106 5587 3778 7196 5010 4965 6659 5034 2554 4173 1198 3369 2252 7534 2333 2903 2165 7212 204 2116 2495 1767 1629 3545 3482 3598 2848 6005 3204 2972 1029 155 5422 5153 911 5296 1254 7423 5355 6404 4554 7237 5162 3410 7460 4665 7661 7676 6845 2865 3228 3132 4767 1148 771 7530 4739 6059 5505 796 4232 6265 287 4721 7330 6477 6382 2892 1999 5844 7367 1933 3801 1766 540 4778 1189 4991 2332 2769 4862 116 6537 1956 4399 684
(95,3412) 5012 3316 3658 4723 4514 3144 4844 2907 2963 3626 3317 2123 3369 5668 881 6140 6283 3486 5632 2765 3790 1562 4787 1640 137 2386 2342 7639 4687 3091 435 4816 6121 6299 2506 6790 747 3217 6687 4218 801 3225 311 7362 2884 5152 1700 7479 3029 7287 2929 6360 4829 750 7129 4511 3460 672 2863 7487 6879 7625 5131 6045 1202 1067 4035 1136 1618 6377 3763 6646 2448 4152 4459 2916 2349 4845 5599 3628 6292 3912 6026 1231 6454 3338 6705 5830 6611 5399 7493 4726 3494 3577 2657 3607 853 4861 4043 3377
(109,2471) 724 1433 695 3416 4938 2051 208 725 5151 2253 4159 4753 1736 2086 1139 4248 3747 1047 1902 5342 1519 5528 7650 3628 5717 5484 4456 4564 1831 4730 3803 5960 7319 6771 3884 1115 4371 2984 1353 6393 608 1801 6468 3572 4854 587 4194 6699 5708 5494 5479 5857 6094 7614 809 5743 1536 729 1577 6918 129 3228 5973 4438 5739 5599 732 2774 2787 3671 7016 627 4563 785 4237 4836 2085 6267 5266 913 2239 3343 311 4944 7126 6635 4196 3791 4334 2992 4780 5238 7572 4759 6222 2205 2962 4465 6783 5378
(31,4263) 5289 1787 39 2786 7621 5281 3887 2429 3702 4158 2036 403 284 1608 1728 4228 769 2012 6269 5742 1414 925 4002 441 863 2958 2660 4866 5938 5726 5346 7683 7428 5246 3128 5545 2446 3145 2725 5907 5251 7213 7691 3878 3025 4975 7254 3482 1947 5247 3462 176 7623 7579 1598 273 1512 4230 3064 595 7654 2415 1554 3151 3663 4948 467 1422 5977 7519 6941 118 6561 7680 4413 7425 7089 6764 2878 1399 5320 4344 5539 642 6348 6596 6139 6587 6098 1182 5357 3683 7093 5132 7512 2170 3710 7558 2075 5369
(204,6512) 6144 1109 3422 6843 3634 3049 974 7296 1462 2957 5404 6512 513 6778 3305 5413 1881 5700 2351 7065 3906 6547 1567 4868 7648 2593 4548 4885 1073 6073 5330 3316 4336 1710 6699 4943 150 1903 1970 5673 4407 876 5748 2318 707 5218 30 3829 7102 4290 5092 282 384 708 3481 7017 2339 6118 2684 314 429 4625 5017 2303 3484 6991 766 5294 522 3129 2033 836 3798 4921 3364 3392 7634 6586 1608 4771 2260 1628 6446 2386 120 2151 2497 3227 362 535 5381 4971 663 4210 2092 1815 4079 4334 3772 2038
(176,6904) 7145 2603 5460 4416 7257 7306 1169 6659 219 2027 5120 4600 425 6039 5675 3438 3459 6730 3738 487 2911 3091 6378 5619 4377 4656 4543 6590 1050 2833 1850 3587 701 906 2496 107 1242 4839 697 84 2154 6354 7560 244 2456 7357 7602 6547 2148 5466 5894 3572 2937 5173 4415 4912 5135 5332 1121 3776 6854 4730 2502 582 7185 1320 217 4259 2034 3939 6479 4432 1073 6324 4858 7503 4222 3531 1079 7484 3955 71 4583 3047 6311 7532 6309 7006 6985 7190 7267 4752 6335 2866 629 6344 1742 3554 2155 6734
(112,947) 2485 1579 3584 2149 2727 648 6395 688 2483 5779 4736 5430 4007 1542 512 947 5517 6875 3825 6020 107 2823 5874 1688 5262 6516 4723 1885 5734 6311 4584 539 601 6207 2271 6724 1473 1108 7369 6297 5885 6248 1761 7412 4134 59 4591 1853 1066 6512 2038 1548 4787 6103 1000 3902 2746 276 675 2062 3702 5081 3678 3313 5576 7086 2389 1634 1573 4123 4110 5373 5546 450 1454 5354 6704 5357 5298 5498 6729 6365 1865 6237 3836 5325 756 2045 2273 4270 1574 2183 806 1205 3388 5752 3096 6954 1285 1823
(60,3217) 6786 1161 2453 4502 4880 19 3251 1491 4230 5860 5203 7628 1208 3427 7329 6010 2983 5032 4175 4386 5741 6451 755 880 4655 5357 2722 113 5147 1327 2244 5573 7496 725 1929 3944 1329 7709 302 7032 6150 2165 1782 5185 5853 6864 2199 425 6824 4882 7390 2682 2575 6005 4345 1242 1819 5406 5195 5992 6129 1097 6792 5825 711 1708 6466 5304 382 3514 663 5282 3751 296 1087 6090 1834 5171 4017 6808 2205 1486 6192 1739 1719 1051 6014 3139 4963 453 3554 4948 6338 665 3620 5920 6180 4214 1897 5859
(210,4919) 838 1570 88 7176 6165 1546 2330 3126 1555 7290 5965 4394 1712 2509 3930 3829 3965 4429 6682 7437 7557 2229 1168 1533 1454 3423 3845 5822 6556 6185 5158 1541 3151 4711 6763 2472 5264 3714 5390 6255 4963 5617 2775 6689 5396 3785 7376 1584 2048 1447 2208 5118 7668 2047 847 3276 2774 982 3526 5360 2417 5317 7052 803 3235 1729 5361 7458 2726 2935 3550 1420 1410 2264 965 3053 3258 1604 7133 6210 5779 2236 4971 7080 1388 5004 4369 1857 6827 6893 4684 7114 4886 6934 4151 7108 6742 3786 7601 3424
(7,5632) 4501 1682 7096 5051 2600 1271 6700 6797 662 3742 4498 1346 3065 2732 296 7084 3077 2535 4947 6509 386 418 7610 2685 2909 740 3907 2152 4073 7008 3371 4374 7223 7095 5769 6553 4602 1925 4086 1780 7020 3427 5728 4813 5772 4763 4063 2930 2154 6284 5360 666 2209 7013 7468 4798 6265 7354 3820 3462 2251 2289 3340 3360 3173 3430 3496 5470 658 3223 3886 3213 4386 6355 922 7616 5024 3718 6439 3745 3739 6761 5932 3507 4103 5931 7108 3911 5628 4278 7230 7460 6780 5508 2090 3412 7367 3773 7060 5483
(138,3404) 2332 7554 997 5497 1686 4367 7343 3461 3591 1633 1118 2264 3840 2476 6064 976 4880 1347 5567 2071 1395 5075 3004 584 1366 3163 2217 1993 5336 2484 6044 3763 4543 1630 3807 5065 1640 5321 749 6413 7316 957 4214 5448 7140 6884 1192 5768 4238 5847 6935 378 3495 3674 6063 929 1148 4354 7655 5942 958 744 854 7437 6568 2840 940 1053 3827 7280 856 7666 3645 5978 2964 1755 6731 1730 1101 3787 6463 3355 4417 3765 1461 3825 2382 5287 7403 7099 7619 1093 2509 631 3698 7706 3745 3741 4116 3677
(238,6208) 2937 6409 4661 1331 7199 165 1809 2757 5051 5360 865 4412 6844 1032 5909 1207 3894 501 5943 1178 3996 5401 595 4815 1058 6222 2704 5492 6791 2935 1234 4167 7601 3483 5395 4903 6228 5101 7582 2039 1573 3607 859 1758 5564 803 7251 626 5273 1986 5647 2663 2154 4801 3769 6714 2693 3045 452 4707 4926 189 773 6273 600 2634 3501 3468 1211 6527 2716 3989 2403 3464 2417 2841 7211 5508 3941 6762 1689 3014 2175 6015 4866 1330 2976 4659 3140 6828 7154 6547 618 7572 3456 5174 1673 3216 7594 3817
(95,6203) 5012 3316 3658 4723 4514 3144 4844 2907 2963 3626 3317 2123 3369 5668 881 6140 6283 3486 5632 2765 3790 1562 4787 1640 137 2386 2342 7639 4687 3091 435 4816 6121 6299 2506 6790 747 3217 6687 4218 801 3225 311 7362 2884 5152 1700 7479 3029 7287 2929 6360 4829 750 7129 4511 3460 672 2863 7487 6879 7625 5131 6045 1202 1067 4035 1136 1618 6377 3763 6646 2448 4152 4459 2916 2349 4845 5599 3628 6292 3912 6026 1231 6454 3338 6705 5830 6611 5399 7493 4726 3494 3577 2657 3607 853 4861 4043 3377
(102,7068) 308 7401 3291 5752 7685 6571 2999 6071 6870 1473 6217 3188 4710 5445 1044 1091 6529 4871 7034 2419 3095 6312 3203 2231 7410 1861 5506 313 7491 3646 2149 6795 4984 2539 2226 6178 1315 755 6523 7356 855 6229 1406 2174 7140 1341 2676 3934 5773 2249 527 4167 7291 821 6279 5356 6971 7099 5673 6988 3850 6538 2290 5011 6573 7220 7003 1162 1160 3228 2869 4075 5335 2579 2170 2726 1675 7332 2756 6612 952 39 2682 5306 4636 636 4272 2322 5110 5192 321 965 7540 3182 4336 2113 3534 4031 4738 3691
(5,4785) 5268 513 1905 465 145 7224 1941 966 3017 6837 6522 1228 2892 316 6527 1048 1064 4482 746 7125 4200 5859 1202 2669 7609 641 2257 1328 3291 7526 5342 2357 7321 7022 3668 3551 2137 1591 2164 2515 166 5440 7138 5187 6283 6657 2766 5017 2400 5634 3397 4363 277 2977 3546 4663 2785 7154 4427 4327 6593 1518 915 5040 4328 2213 860 659 4184 4987 1508 7458 6526 5056 2777 1732 6756 3927 573 4241 218 1807 816 4098 6547 4830 740 3182 1185 231 837 2107 3415 3919 6994 1284 6028 4631 1119 4751
(136,2277) 1010 2956 7646 5256 2930 609 3191 2211 5373 331 6785 4328 244 6235 1 2688 7610 776 3976 92 1936 3157 7629 1692 2918 4092 7307 4863 6975 1042 6714 4898 2698 788 7405 2619 70 6113 2945 1945 1017 1522 3139 3701 1964 5783 5114 5999 3404 7305 4978 375 1534 6957 5652 593 5741 7235 7703 2564 6262 413 2309 432 780 2972 2632 2609 720 5399 4137 6173 4581 5426 2593 2299 4833 6295 5143 2499 2890 482 6951 919 2591 4517 2212 42 5308 5390 2716 1625 6445 1526 5378 7397 4771 451 3568 1708
(217,704) 3683 7672 6522 561 643 5713 1482 4203 4894 1060 6546 3612 2869 4345 6354 6653 7638 6949 3730 2286 7519 1074 1114 5078 2634 7119 6355 4922 6160 5425 2250 6680 4372 1462 2970 4945 794 5090 2671 4392 1813 1338 846 1800 99 2201 5472 2445 435 6440 4580 6474 5935 1782 6149 5388 6556 5555 5759 6192 6887 190 774 5211 4632 2116 6285 5698 5442 2703 1583 4429 7107 4944 6249 619 4561 2801 5318 2905 4807 4943 101 7319 933 172 2832 3874 1684 3249 6608 7554 3040 2152 1525 1821 3660 7259 7362 3259
(100,7365) 2827 5994 7469 3814 2689 2786 5576 5191 5122 1538 2940 4079 363 2193 429 793 6783 408 1423 2077 658 6347 5279 6572 6140 2625 3039 3666 7523 7222 2533 4892 2182 456 7615 987 5633 2849 6950 7172 288 4071 1971 6379 5220 7314 6059 4461 5166 5171 2179 7454 6609 1361 4729 6591 1317 4414 107 2005 1995 7105 4903 2967 2495 3754 1369 5723 1 921 4664 6768 2839 4899 603 6540 7373 6115 6548 4019 1767 2994 4032 3927 7174 5691 1196 1058 2858 5602 2584 327 3545 5268 5532 6087 5890 1515 3688 1304
(206,2694) 1904 1591 3959 795 6791 6569 4131 5081 3908 7415 6503 1233 923 3918 3069 2737 2033 1388 4674 3224 839 1767 2953 6954 7705 868 5609 2927 1168 676 7229 4652 7457 2769 5886 2274 7347 535 4022 3885 3913 6308 6211 2488 92 6449 2973 5160 5281 5819 5814 5755 3247 5168 171 4113 4699 5037 6216 6528 4125 1518 7243 957 5557 622 4614 510 6751 5391 4221 6651 5261 859 5552 7345 4366 5576 6593 4178 6658 539 5135 1615 6804 5878 6529 5480 3835 5909 2974 459 2999 5198 1335 6870 6947 3805 1050 3052
(61,7091) 1971 3792 5652 1516 4133 6041 686 7496 1187 3605 1201 4984 6874 2681 2109 5043 3158 3214 4104 4452 2473 7506 1762 4195 1159 7137 5153 3571 1502 5575 5810 781 6054 1777 6164 516 5942 2838 6243 5402 7087 6991 7086 1103 4421 6027 1610 3248 3474 5356 6410 4705 2422 6491 6666 5821 4641 755 1998 6977 2620 834 4850 6669 7351 4665 2241 4420 2657 5441 1736 4146 5471 3246 3176 1670 6017 6925 3084 6766 1089 2486 5460 4544 4928 7211 1158 6577 5822 2572 3360 444 3481 2044 5602 2413 2653 4231 161 1741
(111,2712) 5477 403 1371 5270 1229 3213 5641 6934 7578 1926 4275 1530 1685 4418 5084 3189 3473 6923 3763 4466 1631 1223 3431 3430 2255 4774 6086 6489 5545 4191 6259 1957 1489 3959 2540 2305 6061 5191 1826 4674 5574 1831 1660 6329 5695 5286 424 7629 1747 666 5951 7338 4154 5368 6115 6591 510 4503 3402 101 6922 102 1432 1496 1645 6862 3639 4777 2151 3948 6436 1900 5295 2446 6691 6671 3529 5383 6077 1634 7312 3873 771 7682 6951 1818 5415 5463 4094 2337 6363 7263 757 5472 4581 5925 2122 2748 3060 1185
(272,1558) 7323 4008 691 2572 3224 2764 1987 3863 1897 1761 6341 3630 4960 7033 7336 5477 7226 568 3289 6145 6780 7178 7425 1246 1448 296 4390 41 4023 6324 215 4034 3889 4356 5075 809 2175 6412 4646 1844 730 5388 5099 3505 7444 1519 1841 1909 4066 6619 4076 3564 667 5964 656 4611 1326 5712 6125 2778 5703 6601 4776 1472 1228 3367 4362 5449 2269 498 146 5432 5839 3075 2319 7054 2640 2499 2421 5343 7658 3791 2932 6546 4433 2385 6113 4295 5225 7411 6241 1628 6397 6360 6220 3816 6516 783 1112 2668
(186,4237) 195 6744 1008 6742 3393 7673 1864 975 5926 4270 6231 7331 3582 7487 7117 6623 1731 4829 387 6354 1822 2154 7022 7570 7269 676 6702 5058 3549 1529 100 1185 2735 5088 2407 554 2490 6796 6567 509 6131 6880 786 7360 2198 4166 5071 2968 6501 2515 4644 5325 3382 4984 617 2149 4603 6938 722 2917 5606 3069 5698 145 3984 7610 5804 5384 5205 5955 3252 1323 693 512 5344 6096 577 859 6075 5182 2551 734 5706 6929 1434 131 1820 457 706 1328 6688 5846 7526 1749 3348 5502 3529 744 2130 849
(275,21) 36 2297 4868 4910 1266 5976 3161 4080 2358 6338 5684 4018 466 4826 1819 298 4140 7335 5340 2659 6570 2011 6272 374 2338 4622 5918 4907 172 2785 4481 52 6682 2003 2072 6938 4017 2929 1994 3288 6084 802 4791 581 332 3485 4708 3218 7116 2727 4474 2420 3690 7341 1485 5618 6298 3127 5400 502 5498 2012 1232 5742 7156 7227 355 1832 414 352 4866 2607 2474 6197 4654 998 2248 3586 3612 3849 5669 2899 4229 2124 4550 6209 6507 1745 5907 652 2868 5241 3435 3031 5341 3153 4003 540 5686 1025
(268,2984) 6241 3467 4048 5998 599 2408 2967 6459 6422 7068 1745 3091 3892 6152 6298 6124 282 6692 3387 2077 6808 686 3200 2870 2181 1544 5506 1572 6053 3248 3095 1543 6720 958 4147 1075 6526 193 6193 6790 1581 7415 95 1226 4696 5919 7211 4665 719 5817 4812 5474 1355 1108 2500 1797 1514 3718 866 788 1695 1509 4290 3620 3826 5772 2446 5941 3013 6513 3536 6523 1184 4720 4781 39 5557 6037 4846 15 1901 3947 1823 1811 2985 4542 156 6409 2051 2301 7216 6828 7121 3299 5535 1143 7377 5488 718 3623
(142,238) 1402 6975 3474 905 7067 6137 3608 5077 7127 321 5764 3646 5621 5956 814 6384 5449 358 7051 7060 5998 225 650 3350 2861 223 4598 183 6599 4538 5244 933 6575 4280 3747 3145 3505 3620 4435 3423 1093 35 7560 4216 2282 7523 7128 2654 957 375 6861 2981 965 1300 5382 4786 5829 6473 6258 151 6614 1367 2931 1651 604 4805 1823 4632 2569 7045 1622 2585 6024 4514 1002 5550 3447 1029 6866 3578 3849 6818 3176 1099 6492 2926 5186 1711 6499 5858 5454 6681 5787 2030 7705 1176 3046 4058 4724 4985
(70,6069) 6802 4920 1649 7579 4152 4817 3610 2439 6907 7127 7347 723 124 6272 7174 6773 6006 4247 122 2338 5006 6647 5928 1327 5894 5661 2837 4946 663 3874 163 5059 45 101 103 1949 3436 136 700 6506 2694 1068 4653 2172 1582 694 5495 2876 6404 4316 6690 5072 3596 3626 1295 4301 2542 1976 3840 453 3009 959 6259 431 2736 3561 5145 634 3378 736 7333 5376 6471 1598 1497 4545 6612 97 1373 3638 3407 6543 2898 4865 3788 1575 2958 2635 2625 6615 2135 833 4868 339 3431 2669 3473 6185 4532 7369
(40,0) 5588 3069 6244 4481 4333 6230 2865 3413 5564 1758 3668 5457 108 5902 7129 3750 1716 1771 2318 595 6977 5149 664 2886 4694 4688 441 7384 2825 1720 4614 65 5029 969 4539 6761 7193 4483 3613 1333 2897 7680 1799 5126 4419 51 2 7655 5323 6944 3903 1469 3852 2077 7616 853 7381 4322 4065 428 2901 1537 3899 3810 2341 2794 4686 5200 599 7581 4821 1325 2737 7621 5441 2652 398 254 113 2968 5361 2252 1390 2267 6092 6332 3094 1424 4475 251 873 7557 2308 4915 2231 3000 5538 2460 3391 806
(259,3732) 5231 2629 5311 3783 3385 944 6076 5690 6471 5733 927 688 1363 3380 2237 3275 728 4118 874 7492 879 2001 6974 5250 7226 3478 993 1961 3470 5451 3203 4295 2078 3202 4490 1990 2085 2316 2547 7594 5730 4645 711 4887 6348 7039 2945 7514 248 3303 7135 1813 4495 5788 4049 6058 3708 3867 2074 3926 1929 2261 1974 7696 5861 6127 2169 3390 2592 2678 3290 5815 4585 7425 2274 3019 2378 5574 6599 3095 5053 2934 1602 2729 5505 5766 5082 6028 4248 5962 3688 7117 4762 1969 2304 7440 1326 3595 5507 2837
